"count_american_indian","count_asian_non_hispanic","count_black_non_hispanic","count_citizen_status_total","count_citizen_status_unknown","count_ethnicity_total","count_ethnicity_unknown","count_female","count_gender_total","count_gender_unknown","count_hispanic_latino","count_male","count_nreceives_public_assistance","count_other_citizen_status","count_other_ethnicity","count_pacific_islander","count_participants","count_permanent_resident_alien","count_public_assistance_total","count_public_assistance_unknown","count_receives_public_assistance","count_us_citizen","count_white_non_hispanic","jurisdiction_name","percent_american_indian","percent_asian_non_hispanic","percent_black_non_hispanic","percent_citizen_status_total","percent_citizen_status_unknown","percent_ethnicity_total","percent_ethnicity_unknown","percent_female","percent_gender_total","percent_gender_unknown","percent_hispanic_latino","percent_male","percent_nreceives_public_assistance","percent_other_citizen_status","percent_other_ethnicity","percent_pacific_islander","percent_permanent_resident_alien","percent_public_assistance_total","percent_public_assistance_unknown","percent_receives_public_assistance","percent_us_citizen","percent_white_non_hispanic"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","15","41","0","41","1","21","41","0","22","20","29","0","2","0","41","3","41","0","12","38","0","10451","0","0.02","0.37","100","0","100","0.02","0.51","100","0","0.54","0.49","0.71","0","0.05","0","0.07","100","0","0.29","0.93","0"
"0","0","5","17","0","17","1","12","17","0","10","5","14","0","1","0","17","0","17","0","3","17","0","10452","0","0","0.29","100","0","100","0.06","0.71","100","0","0.59","0.29","0.82","0","0.06","0","0","100","0","0.18","1","0"
"0","0","8","14","0","14","0","7","14","0","6","7","6","0","0","0","14","2","14","0","8","12","0","10453","0","0","0.57","100","0","100","0","0.5","100","0","0.43","0.5","0.43","0","0","0","0.14","100","0","0.57","0.86","0"
"0","1","10","18","0","18","0","8","18","0","7","10","10","0","0","0","18","1","18","0","8","17","0","10454","0","0.06","0.56","100","0","100","0","0.44","100","0","0.39","0.56","0.56","0","0","0","0.06","100","0","0.44","0.94","0"
"0","0","20","27","0","27","0","17","27","0","5","10","20","1","2","0","27","1","27","0","7","25","0","10455","0","0","0.74","100","0","100","0","0.63","100","0","0.19","0.37","0.74","0.04","0.07","0","0.04","100","0","0.26","0.93","0"
"1","0","0","5","0","5","0","3","5","0","3","2","4","0","1","0","5","0","5","0","1","5","0","10456","0.2","0","0","100","0","100","0","0.6","100","0","0.6","0.4","0.8","0","0.2","0","0","100","0","0.2","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","23","52","0","52","1","25","52","0","24","27","33","1","3","0","52","3","52","0","19","48","1","10458","0","0","0.44","100","0","100","0.02","0.48","100","0","0.46","0.52","0.63","0.02","0.06","0","0.06","100","0","0.37","0.92","0.02"
"0","0","4","7","0","7","0","5","7","0","3","2","4","0","0","0","7","2","7","0","3","5","0","10459","0","0","0.57","100","0","100","0","0.71","100","0","0.43","0.29","0.57","0","0","0","0.29","100","0","0.43","0.71","0"
"0","0","15","27","0","27","0","20","27","0","9","7","13","0","2","0","27","2","27","0","14","25","1","10460","0","0","0.56","100","0","100","0","0.74","100","0","0.33","0.26","0.48","0","0.07","0","0.07","100","0","0.52","0.93","0.04"
